file_name,category,xmin,ymin,xmax,ymax
train00023.jpg,0,295,369,406,467
train00023.jpg,6,146,161,238,363
train00023.jpg,1,300,146,389,325
train00023.jpg,3,204,167,338,400
train00024.jpg,5,324,110,457,148
train00024.jpg,6,237,138,428,208
train00024.jpg,6,444,152,653,325
train00024.jpg,8,236,179,465,261
train00024.jpg,6,565,186,764,315
train00024.jpg,3,751,221,1044,341
train00024.jpg,5,609,214,696,310
train00026.jpg,5,46,330,84,447
train00026.jpg,4,51,427,147,505
train00026.jpg,6,303,367,517,460
train00026.jpg,5,223,272,263,392
train00026.jpg,7,77,177,164,452
train00026.jpg,7,73,227,390,396
train00026.jpg,6,52,153,236,369
train00026.jpg,7,1059,365,1195,560
train00026.jpg,6,1007,387,1197,463
train00026.jpg,5,1096,562,1196,658
train00026.jpg,6,1105,505,1246,640
train00027.jpg,1,387,130,626,390
train00027.jpg,8,309,149,513,269
train00027.jpg,8,94,199,313,304
train00027.jpg,6,214,31,422,180
train00027.jpg,5,421,408,544,476
train00027.jpg,3,206,52,483,237
train00027.jpg,6,893,151,975,322
train00027.jpg,3,909,138,1014,423
train00028.jpg,1,174,166,391,469
train00028.jpg,3,181,113,359,380
train00028.jpg,2,167,77,350,347
train00028.jpg,1,917,155,967,439
train00029.jpg,6,285,288,460,474
train00029.jpg,7,210,150,385,244
train00029.jpg,7,211,137,476,355
train00029.jpg,4,496,157,692,439
train00030.jpg,7,221,261,325,415
train00030.jpg,5,77,231,108,359
train00030.jpg,5,141,462,217,583
train00030.jpg,5,167,459,226,573
train00030.jpg,3,232,556,375,654
train00030.jpg,3,202,429,284,559
train00030.jpg,3,91,216,209,385
train00030.jpg,1,241,299,374,452
train00030.jpg,1,970,260,1154,347
train00030.jpg,3,130,418,280,611
train00030.jpg,0,161,177,228,217
train00030.jpg,0,155,206,216,233
train00030.jpg,0,175,334,218,394
train00031.jpg,8,162,141,319,423
train00031.jpg,8,235,387,436,509
train00031.jpg,7,400,158,550,409
train00031.jpg,7,424,193,547,407
train00031.jpg,5,1050,109,1158,192
train00031.jpg,5,1069,235,1116,352
train00031.jpg,7,1067,301,1175,470
train00032.jpg,6,73,23,210,89
train00032.jpg,7,65,102,126,208
train00032.jpg,8,126,164,304,414
train00033.jpg,3,91,88,183,429
train00033.jpg,7,96,341,178,458
train00033.jpg,4,131,176,263,509
train00033.jpg,4,175,88,289,434
train00033.jpg,4,272,65,371,345
train00033.jpg,7,183,57,323,465
train00033.jpg,7,938,190,1020,316
train00033.jpg,5,935,272,998,398
train00033.jpg,6,922,296,1066,500
train00033.jpg,7,985,83,1083,522
train00034.jpg,7,24,207,166,401
train00034.jpg,7,25,168,110,390
train00034.jpg,4,21,141,130,345
train00035.jpg,1,138,324,277,418
train00035.jpg,7,86,187,173,350
train00035.jpg,6,65,157,196,358
train00035.jpg,6,86,99,522,350
train00035.jpg,5,992,208,1036,338
train00035.jpg,7,1034,98,1078,346
train00035.jpg,7,997,407,1147,555
train00035.jpg,7,978,471,1194,540
train00035.jpg,4,1005,416,1194,493
train00035.jpg,7,231,324,335,445
train00036.jpg,3,241,145,392,336
train00036.jpg,7,204,179,279,304
train00036.jpg,7,169,182,323,400
train00036.jpg,5,157,175,214,296
train00036.jpg,5,167,196,232,319
train00036.jpg,6,117,210,312,421
train00037.jpg,7,53,212,257,404
train00037.jpg,8,57,328,217,518
train00037.jpg,3,185,258,357,458
train00038.jpg,6,110,55,460,415
train00038.jpg,7,303,283,362,394
train00039.jpg,7,188,91,341,315
train00039.jpg,7,183,99,288,278
train00039.jpg,5,93,124,142,244
train00039.jpg,4,130,179,156,245
train00039.jpg,4,142,132,173,197
train00040.jpg,1,192,228,297,522
train00040.jpg,7,254,125,371,520
train00040.jpg,0,257,525,493,657
train00040.jpg,6,434,217,580,447
train00040.jpg,6,449,400,656,562
train00040.jpg,3,106,420,283,624
train00040.jpg,3,254,336,564,507
train00040.jpg,3,227,465,480,629
train00040.jpg,5,509,421,640,503
train00040.jpg,6,464,215,573,425
train00040.jpg,5,408,484,505,576
train00041.jpg,6,131,148,262,370
train00041.jpg,1,280,213,398,459
train00041.jpg,3,158,232,340,376
train00041.jpg,0,122,408,242,497
train00041.jpg,7,156,140,281,319
train00042.jpg,5,265,452,352,551
train00042.jpg,4,1044,168,1217,367
train00042.jpg,3,137,123,346,361
train00042.jpg,8,1067,64,1266,251
train00043.jpg,8,852,251,971,528
train00043.jpg,6,212,303,321,463
train00043.jpg,1,277,218,394,449
train00043.jpg,5,260,145,327,263
train00043.jpg,6,113,184,248,401
train00043.jpg,7,146,245,178,466
train00043.jpg,0,224,186,257,257
train00044.jpg,7,115,99,297,220
train00044.jpg,3,125,237,303,379
train00045.jpg,2,343,171,688,348
train00045.jpg,7,259,328,566,400
train00045.jpg,7,350,298,578,359
train00045.jpg,3,85,232,186,475
train00046.jpg,6,112,260,508,520
train00046.jpg,7,72,308,149,472
train00047.jpg,5,200,94,287,200
train00047.jpg,0,98,199,226,403
train00047.jpg,8,301,99,435,308
train00047.jpg,7,311,159,396,293
train00047.jpg,4,114,265,341,446
train00047.jpg,6,1094,225,1148,443
train00047.jpg,8,189,365,396,534
train00048.jpg,0,881,146,1036,260
train00048.jpg,6,871,343,1036,493
train00048.jpg,3,321,60,495,317
train00048.jpg,7,155,210,557,400
train00048.jpg,8,132,294,244,586
train00048.jpg,5,431,518,555,556
train00048.jpg,4,273,412,510,609
train00048.jpg,6,520,434,595,535
train00048.jpg,2,418,324,615,527
train00048.jpg,3,873,251,1036,423
train00048.jpg,3,186,510,285,610
train00048.jpg,0,954,189,1007,269
train00048.jpg,0,893,318,924,375
train00048.jpg,5,442,498,523,592
train00049.jpg,6,209,110,672,354
train00049.jpg,1,278,344,604,474
train00049.jpg,7,407,263,646,448
train00049.jpg,4,1013,161,1115,413
train00049.jpg,4,1042,131,1215,444
train00049.jpg,4,1060,28,1296,344
train00050.jpg,1,137,209,469,524
train00050.jpg,5,145,387,259,471
train00050.jpg,5,48,423,153,506
train00050.jpg,7,4,131,222,387
train00050.jpg,5,2,272,39,371
train00050.jpg,0,-11,356,77,434
train00051.jpg,6,1158,283,1217,458
train00051.jpg,7,146,274,203,401
train00051.jpg,7,165,276,261,461
train00051.jpg,5,148,197,287,249
train00052.jpg,7,229,13,622,288
train00052.jpg,6,132,56,676,366
train00052.jpg,7,139,11,197,124
train00052.jpg,2,167,43,523,129
train00052.jpg,3,141,92,390,282
train00053.jpg,4,70,187,288,521
train00053.jpg,8,209,231,324,416
train00053.jpg,8,1026,278,1158,375
train00053.jpg,3,902,373,1033,541
train00054.jpg,7,194,98,297,358
train00054.jpg,5,347,332,442,391
train00054.jpg,5,341,374,458,431
train00055.jpg,7,308,236,555,361
train00055.jpg,2,223,213,524,405
train00055.jpg,4,156,333,445,451
train00055.jpg,6,365,354,607,474
train00055.jpg,3,89,471,463,571
train00055.jpg,5,349,494,477,563
train00055.jpg,6,752,422,844,532
train00055.jpg,0,469,530,571,572
train00055.jpg,0,753,461,832,493
train00055.jpg,0,780,441,848,475
train00055.jpg,0,803,421,849,451
train00055.jpg,8,117,337,299,540
train00055.jpg,0,402,268,449,314
train00056.jpg,7,580,180,769,431
train00056.jpg,5,775,313,803,420
train00056.jpg,5,790,299,824,396
train00056.jpg,5,792,338,820,431
train00056.jpg,7,742,197,819,297
train00056.jpg,8,559,270,694,434
train00056.jpg,3,534,130,777,303
train00056.jpg,3,582,90,718,201
train00056.jpg,3,554,463,773,586
train00056.jpg,3,693,231,784,431
train00057.jpg,7,446,326,481,499
train00057.jpg,7,404,291,443,506
train00057.jpg,7,360,298,403,505
train00057.jpg,7,325,325,370,512
train00057.jpg,7,295,309,350,488
train00057.jpg,7,231,289,273,538
train00057.jpg,7,198,330,236,513
train00057.jpg,7,151,280,186,529
train00057.jpg,7,106,329,142,517
train00058.jpg,6,112,228,326,460
train00058.jpg,4,179,225,330,478
train00058.jpg,8,288,261,454,405
train00058.jpg,1,225,354,641,591
train00058.jpg,1,246,270,548,523
train00058.jpg,0,218,352,379,548
train00058.jpg,5,1092,306,1125,418
train00058.jpg,5,1092,297,1126,405
train00058.jpg,0,144,394,224,468
train00058.jpg,3,204,78,444,217
train00059.jpg,8,269,272,430,468
train00059.jpg,8,355,305,505,488
train00059.jpg,6,104,200,289,430
train00059.jpg,2,132,200,367,521
train00059.jpg,7,292,149,437,238
train00059.jpg,5,190,241,262,337
train00059.jpg,0,193,163,281,294
train00060.jpg,7,134,-18,408,353
train00060.jpg,5,322,109,365,232
train00060.jpg,7,165,179,396,263
train00060.jpg,5,300,136,344,240
train00060.jpg,5,361,209,393,311
train00061.jpg,3,475,287,749,567
train00061.jpg,7,415,253,503,374
train00062.jpg,6,34,132,155,330
train00062.jpg,6,91,288,275,453
train00062.jpg,7,147,152,356,275
train00062.jpg,7,311,83,544,147
train00062.jpg,5,66,190,112,296
train00063.jpg,7,112,263,309,337
train00063.jpg,8,324,173,565,437
train00063.jpg,1,256,255,447,388
train00063.jpg,5,344,140,473,189
train00064.jpg,6,63,290,186,450
train00064.jpg,2,103,190,328,433
train00064.jpg,7,168,372,221,455
train00064.jpg,4,70,293,181,537
train00064.jpg,8,54,133,216,329
train00065.jpg,7,143,215,823,417
train00066.jpg,6,64,495,263,555
train00066.jpg,7,144,420,516,488
train00066.jpg,7,156,476,347,537
train00066.jpg,5,161,181,236,301
train00066.jpg,3,261,504,541,588
train00066.jpg,8,19,317,403,482
train00067.jpg,7,173,400,594,531
train00067.jpg,4,1054,213,1199,642
train00067.jpg,7,1048,296,1131,560
train00067.jpg,3,338,158,460,322
train00068.jpg,7,232,156,328,320
train00068.jpg,5,145,318,231,447
train00068.jpg,7,120,361,295,549
train00068.jpg,4,271,225,552,374
train00068.jpg,1,318,142,661,425
train00068.jpg,7,215,295,680,425
train00068.jpg,5,350,383,477,431
train00068.jpg,7,1010,467,1081,595
train00068.jpg,5,984,566,1085,640
train00068.jpg,1,1071,354,1144,569
train00069.jpg,7,149,3,326,250
train00069.jpg,5,96,183,195,256
train00069.jpg,5,116,214,210,291
train00069.jpg,7,259,154,335,255
train00069.jpg,0,130,146,196,225
train00070.jpg,1,174,105,412,269
train00070.jpg,0,673,233,835,352
train00070.jpg,7,400,155,839,252
train00070.jpg,5,675,293,714,396
train00070.jpg,3,560,105,763,190
train00070.jpg,3,552,310,702,407
train00070.jpg,3,443,412,657,522
train00070.jpg,6,501,440,636,521
train00070.jpg,0,536,427,677,487
train00070.jpg,4,658,229,830,429
train00070.jpg,3,1056,286,1193,400
train00070.jpg,8,682,333,865,527
train00070.jpg,0,845,220,879,282
train00071.jpg,7,92,214,222,604
train00071.jpg,7,116,249,157,384
train00071.jpg,5,240,170,274,268
train00071.jpg,0,214,190,273,298
train00071.jpg,3,89,172,177,303
train00072.jpg,1,232,285,625,479
train00072.jpg,2,209,443,553,530
train00072.jpg,6,717,216,791,347
train00072.jpg,5,275,327,354,399
train00072.jpg,6,339,199,787,521
train00072.jpg,7,163,276,244,515
train00072.jpg,5,399,155,481,270
train00073.jpg,7,273,360,357,585
train00073.jpg,1,226,424,339,612
train00073.jpg,7,437,229,480,477
train00073.jpg,5,365,216,393,344
train00073.jpg,1,516,220,657,546
train00073.jpg,7,983,291,1120,548
train00073.jpg,6,1003,239,1191,458
train00073.jpg,6,983,282,1074,438
train00073.jpg,1,979,424,1156,512
train00073.jpg,5,290,437,313,534
train00074.jpg,4,561,19,649,124
train00074.jpg,7,501,132,647,188
train00074.jpg,3,298,170,568,275
train00074.jpg,1,344,107,693,197
train00074.jpg,0,200,45,491,181
train00074.jpg,6,259,6,503,83
train00074.jpg,0,268,63,357,160
train00074.jpg,5,470,57,587,95
train00074.jpg,6,151,0,301,65
train00075.jpg,6,61,347,255,447
train00075.jpg,6,114,72,187,209
train00075.jpg,0,137,36,301,167
train00075.jpg,7,14,172,114,452
train00075.jpg,3,18,249,205,354
train00075.jpg,7,18,195,97,449
train00076.jpg,7,406,113,579,470
train00076.jpg,7,483,333,550,449
train00076.jpg,3,165,116,270,348
train00076.jpg,3,103,192,176,365
train00076.jpg,8,353,73,537,405
train00076.jpg,3,179,343,376,447
train00077.jpg,7,325,204,484,403
train00077.jpg,7,97,213,138,461
train00077.jpg,7,92,219,219,426
train00077.jpg,7,95,203,306,423
train00077.jpg,7,116,214,448,343
train00077.jpg,8,70,538,265,612
train00078.jpg,7,207,442,272,567
train00079.jpg,7,161,136,298,206
train00079.jpg,5,58,5,153,72
train00079.jpg,2,53,42,216,251
train00079.jpg,7,110,5,306,174
train00079.jpg,6,162,3,302,156
train00079.jpg,3,217,4,364,202
train00080.jpg,7,157,274,287,326
train00080.jpg,6,168,328,230,527
train00080.jpg,1,216,234,537,527
train00080.jpg,0,173,242,312,284
train00080.jpg,3,206,274,363,443
train00081.jpg,1,56,330,229,500
train00081.jpg,1,551,431,730,575
train00081.jpg,7,498,458,730,611
train00081.jpg,7,63,268,175,505
train00081.jpg,5,504,554,625,614
train00082.jpg,7,52,117,138,354
train00082.jpg,3,94,177,243,416
train00082.jpg,7,30,58,117,315
train00082.jpg,6,21,102,98,255
train00083.jpg,1,131,219,467,398
train00083.jpg,7,271,302,430,343
train00083.jpg,8,328,223,594,356
train00083.jpg,6,151,282,704,464
train00084.jpg,0,150,179,297,294
train00084.jpg,7,413,182,540,240
train00084.jpg,3,114,231,438,381
train00084.jpg,6,177,323,407,418
train00084.jpg,5,308,372,425,434
train00084.jpg,1,105,350,547,447
train00084.jpg,8,141,405,427,500
train00085.jpg,5,220,456,293,571
train00085.jpg,6,256,180,693,560
train00085.jpg,7,188,172,512,336
train00085.jpg,6,860,201,982,310
train00085.jpg,5,142,342,232,413
train00085.jpg,5,218,364,294,442
train00085.jpg,7,191,302,274,453
train00085.jpg,8,855,280,977,418
train00085.jpg,4,158,319,201,405
train00085.jpg,0,118,253,157,320
train00086.jpg,5,142,116,267,140
train00086.jpg,5,161,259,217,363
train00086.jpg,7,279,114,345,330
train00086.jpg,6,172,143,348,244
train00086.jpg,3,215,219,297,354
train00086.jpg,1,326,99,404,336
train00086.jpg,0,143,182,193,261
train00087.jpg,7,108,87,363,278
train00088.jpg,2,256,250,542,491
train00088.jpg,7,362,366,513,426
train00088.jpg,4,156,231,436,448
train00089.jpg,8,613,193,843,432
train00089.jpg,8,665,470,855,570
train00089.jpg,7,757,211,817,415
train00089.jpg,0,654,157,881,251
train00089.jpg,1,795,157,898,535
train00089.jpg,7,1121,297,1173,501
train00089.jpg,6,698,145,890,187
train00089.jpg,5,700,168,810,206
train00089.jpg,6,824,242,918,388
train00089.jpg,3,669,315,803,541
train00089.jpg,3,688,532,831,604
train00089.jpg,0,883,276,919,359
train00089.jpg,0,806,373,913,467
train00090.jpg,7,196,194,292,361
train00090.jpg,1,208,161,393,485
train00090.jpg,7,914,202,1024,253
train00090.jpg,5,940,285,1021,393
train00091.jpg,0,100,58,244,266
train00091.jpg,4,283,69,457,333
train00091.jpg,7,198,44,267,148
train00091.jpg,1,224,132,381,396
train00091.jpg,5,266,6,369,70
train00091.jpg,5,325,6,452,33
train00091.jpg,8,226,10,546,396
train00091.jpg,0,260,52,321,139
train00092.jpg,6,121,112,344,216
train00092.jpg,8,196,140,479,366
train00092.jpg,8,105,440,303,544
train00092.jpg,7,141,479,211,589
train00093.jpg,1,219,91,378,424
train00093.jpg,0,169,324,268,507
train00093.jpg,7,235,50,284,226
train00093.jpg,6,90,301,222,458
train00093.jpg,5,150,278,195,367
train00093.jpg,6,155,150,380,336
train00093.jpg,5,105,287,158,370
train00093.jpg,5,1115,577,1194,605
train00093.jpg,1,1063,287,1130,482
train00093.jpg,3,149,235,265,416
train00094.jpg,5,796,69,862,165
train00094.jpg,8,155,185,344,340
train00094.jpg,6,98,154,179,366
train00095.jpg,1,173,236,416,415
train00095.jpg,7,201,395,308,518
train00095.jpg,4,108,347,250,549
train00095.jpg,5,55,352,79,459
train00095.jpg,5,89,401,146,516
train00095.jpg,3,114,322,265,411
train00095.jpg,6,75,299,161,441
train00095.jpg,0,52,432,77,481
train00095.jpg,0,51,460,78,521
train00095.jpg,0,62,413,133,541
train00096.jpg,8,525,138,800,355
train00096.jpg,6,384,24,521,104
train00096.jpg,2,418,302,792,405
train00096.jpg,7,563,294,699,379
train00096.jpg,7,303,242,707,492
train00096.jpg,5,1110,382,1186,502
train00096.jpg,5,1083,313,1164,389
train00096.jpg,7,1096,271,1183,347
train00097.jpg,1,131,90,467,315
train00097.jpg,5,249,193,342,257
train00097.jpg,7,317,180,407,295
train00097.jpg,5,361,133,440,228
train00098.jpg,7,805,33,914,128
train00098.jpg,8,778,4,945,165
train00098.jpg,5,943,1,1006,44
train00098.jpg,3,357,219,510,438
train00098.jpg,2,137,210,403,454
train00098.jpg,5,110,269,212,366
train00098.jpg,7,33,325,136,405
train00098.jpg,4,116,135,385,371
train00098.jpg,8,32,403,154,489
train00099.jpg,1,248,118,371,439
train00099.jpg,0,172,202,290,315
train00099.jpg,6,132,255,276,394
train00099.jpg,7,231,235,276,380
train00099.jpg,5,148,202,186,286
train00100.jpg,7,70,77,192,224
train00100.jpg,5,210,18,273,120
train00100.jpg,0,75,53,176,160
train00101.jpg,6,170,128,388,222
train00101.jpg,4,238,213,536,423
train00101.jpg,2,242,169,574,357
train00101.jpg,5,292,360,398,419
train00101.jpg,1,106,162,360,299
train00101.jpg,3,120,335,418,463
train00101.jpg,7,132,259,404,339
train00102.jpg,7,186,13,322,118
train00103.jpg,7,100,275,386,405
train00103.jpg,1,195,253,542,458
train00103.jpg,6,160,529,359,694
train00103.jpg,5,222,623,350,693
train00103.jpg,3,185,507,318,583
train00103.jpg,5,191,565,306,645
train00104.jpg,1,191,167,486,442
train00104.jpg,4,263,286,536,447
train00104.jpg,7,509,258,585,420
train00104.jpg,3,158,434,308,504
train00104.jpg,6,326,440,530,531
train00104.jpg,5,287,497,391,541
train00104.jpg,5,195,445,258,502
train00105.jpg,5,183,228,224,343
train00105.jpg,3,208,151,321,358
train00105.jpg,1,294,103,616,427
train00105.jpg,8,243,105,446,422
train00105.jpg,7,289,86,536,438
train00106.jpg,6,281,517,499,642
train00106.jpg,1,132,255,206,441
train00106.jpg,7,168,393,299,483
train00106.jpg,3,118,396,370,592
train00106.jpg,8,212,413,575,637
train00107.jpg,7,271,239,426,500
train00107.jpg,1,316,155,495,445
train00107.jpg,6,137,62,614,535
train00107.jpg,6,864,232,942,440
train00107.jpg,0,943,287,1005,436
train00107.jpg,5,154,201,224,316
train00107.jpg,5,362,383,410,504
train00107.jpg,0,261,384,305,441
train00107.jpg,5,176,108,308,238
train00108.jpg,7,232,166,410,282
train00108.jpg,5,411,290,475,387
train00108.jpg,6,339,314,481,458
train00108.jpg,1,140,146,363,480
train00108.jpg,4,489,234,515,274
train00108.jpg,4,459,231,490,281
train00108.jpg,5,661,313,736,418
train00108.jpg,5,678,520,712,615
train00108.jpg,6,659,471,736,592
train00109.jpg,7,273,326,380,633
train00109.jpg,6,226,492,386,641
train00109.jpg,5,242,567,309,657
train00109.jpg,3,130,324,315,561
train00109.jpg,6,277,618,415,687
train00109.jpg,0,168,460,224,515
train00109.jpg,0,169,485,223,543
train00110.jpg,7,98,384,217,478
train00110.jpg,0,167,447,384,559
train00110.jpg,5,239,429,348,459
train00110.jpg,6,291,446,479,556
train00110.jpg,6,398,471,550,557
train00110.jpg,1,319,426,472,524
train00111.jpg,7,18,95,190,330
train00111.jpg,7,44,331,257,428
train00111.jpg,7,47,223,138,337
train00112.jpg,7,133,30,488,314
train00112.jpg,7,27,98,373,316
train00113.jpg,7,196,452,334,514
train00113.jpg,7,203,369,554,483
train00113.jpg,6,4,37,666,546
train00114.jpg,7,237,251,603,387
train00114.jpg,5,582,251,711,311
train00114.jpg,5,655,308,769,339
train00114.jpg,1,241,285,561,511
train00114.jpg,3,385,226,639,347
train00115.jpg,6,24,191,58,429
train00115.jpg,6,43,205,81,392
train00115.jpg,7,85,233,129,364
train00116.jpg,8,14,92,176,381
train00116.jpg,7,121,82,181,351
train00116.jpg,7,135,166,239,434
train00116.jpg,0,106,224,253,377
train00116.jpg,6,90,201,219,370
train00117.jpg,7,188,299,321,351
train00117.jpg,7,190,356,334,408
train00117.jpg,5,36,273,76,379
train00118.jpg,6,22,108,137,292
train00118.jpg,7,39,136,268,357
train00118.jpg,5,54,143,97,243
train00118.jpg,7,61,214,172,363
train00118.jpg,6,52,312,213,444
train00119.jpg,5,137,174,252,248
train00119.jpg,7,3,256,61,438
train00120.jpg,3,136,72,237,204
train00120.jpg,3,61,208,245,430
train00120.jpg,3,178,202,345,404
train00120.jpg,7,2,156,178,194
train00120.jpg,5,230,69,265,181
train00120.jpg,0,132,57,205,85
train00120.jpg,3,21,121,150,157
train00121.jpg,7,139,197,458,255
train00121.jpg,8,86,217,206,386
train00121.jpg,3,302,418,550,563
train00121.jpg,3,183,383,432,509
train00121.jpg,4,154,266,345,494
train00121.jpg,1,154,138,487,430
train00121.jpg,0,150,415,365,580
train00121.jpg,5,1112,183,1146,282
train00121.jpg,6,1023,163,1132,397
train00121.jpg,3,173,91,391,210
train00121.jpg,0,996,390,1064,513
train00121.jpg,3,136,484,310,586
train00121.jpg,0,99,350,166,446
train00121.jpg,0,992,401,1031,465
train00121.jpg,3,1064,240,1216,445
train00121.jpg,3,986,413,1160,525
train00121.jpg,6,1035,202,1151,383
train00121.jpg,5,111,439,167,503
train00122.jpg,2,448,228,651,532
train00122.jpg,3,260,260,598,365
train00122.jpg,1,306,462,644,526
train00122.jpg,0,1043,312,1176,397
train00122.jpg,3,989,349,1146,608
train00122.jpg,7,1035,361,1159,624
train00122.jpg,6,977,443,1137,637
train00122.jpg,7,158,332,403,431
train00123.jpg,7,35,78,138,208
train00123.jpg,7,243,147,381,215
train00123.jpg,6,96,83,319,312
train00124.jpg,7,127,108,232,154
train00124.jpg,6,39,201,121,408
train00125.jpg,7,14,137,108,292
train00125.jpg,7,5,263,260,372
train00125.jpg,6,32,134,241,323
train00126.jpg,6,14,380,61,513
train00126.jpg,2,192,82,316,461
train00126.jpg,7,39,201,132,316
train00126.jpg,8,112,183,251,509
train00126.jpg,8,254,273,380,460
train00127.jpg,5,137,190,217,291
train00127.jpg,5,122,230,189,323
train00127.jpg,0,123,264,310,442
train00127.jpg,6,162,200,332,381
train00127.jpg,2,208,141,456,394
train00127.jpg,7,322,120,438,200
train00127.jpg,1,442,57,588,487
train00127.jpg,5,212,308,279,392
train00127.jpg,6,986,166,1143,370
train00127.jpg,7,1025,179,1148,249
train00127.jpg,5,1103,200,1158,299
train00127.jpg,8,319,342,448,534
train00127.jpg,3,117,191,432,436
train00127.jpg,0,127,272,168,337
train00128.jpg,7,346,319,428,438
train00128.jpg,6,119,290,206,413
train00128.jpg,6,258,306,378,486
train00128.jpg,6,187,372,218,555
train00128.jpg,5,170,302,205,393
train00128.jpg,8,107,286,206,452
train00129.jpg,4,254,384,515,556
train00129.jpg,7,147,514,581,596
train00129.jpg,6,260,420,451,552
train00129.jpg,0,137,395,347,581
train00129.jpg,1,218,326,292,540
train00129.jpg,3,538,359,642,563
train00129.jpg,0,249,626,330,657
train00129.jpg,0,239,559,309,589
train00130.jpg,6,583,357,718,482
train00130.jpg,5,604,284,718,367
train00130.jpg,7,509,318,713,495
train00131.jpg,1,2,117,190,264
train00132.jpg,8,189,193,479,365
train00132.jpg,3,145,108,387,319
train00132.jpg,6,249,195,409,296
train00132.jpg,0,261,9,422,182
train00132.jpg,7,58,184,369,323
train00132.jpg,7,111,233,245,295
train00132.jpg,6,85,322,167,383
train00133.jpg,7,89,115,507,347
train00134.jpg,7,62,126,110,259
train00134.jpg,7,106,42,151,274
train00134.jpg,8,39,103,150,302
train00135.jpg,5,151,184,236,292
train00135.jpg,0,212,160,325,273
train00135.jpg,5,191,171,271,270
train00135.jpg,7,159,210,418,298
train00135.jpg,6,216,197,430,399
train00135.jpg,6,169,124,316,330
train00135.jpg,1,312,113,383,226
train00136.jpg,6,9,38,116,293
train00136.jpg,7,48,46,131,366
train00136.jpg,7,14,30,49,206
